id,name,lastname,price,flycode,typePassenger,statusFlight
889,Flo,Castillo,42000.00,FR5678G,3,En Horario
890,Madel,Tapia,12000.00,FR5678G,3,En Horario
891,Conant,Reyes,37000.00,FR5678G,3,En Horario
892,Devland,Gutiarrez,10000.00,FR5678G,3,En Horario
893,Annamarie,Castro,20000.00,FR5678G,3,En Horario
894,Gabbie,Pizarro,42000.00,FR5678G,3,En Horario
895,Frasquito,Gonzalez,15000.00,FR5678G,3,En Horario
896,Oberon,Vasquez,15000.00,FR5678G,3,En Horario
897,Gabriell,Sanchez,10000.00,FR5678G,3,En Horario
898,Ki,Fernandez,30000.00,BR3456J,1,Demorado
899,Martelle,Ramarez,15000.00,BR3456J,1,Demorado
900,Riccardo,Carrasco,42000.00,BR3456J,1,Demorado
901,Shaughn,Gammez,50000.00,BR3456J,1,Demorado
902,Coral,Cortas,18000.00,BR3456J,1,Demorado
903,Judas,Herrera,10000.00,BR3456J,1,Demorado
904,Josiah,Naanez,12000.00,BR3456J,1,Demorado
905,Freda,Jara,42000.00,BR3456J,1,Demorado
906,Lynn,Vergara,37000.00,BR3456J,2,Demorado
907,Tabb,Rivera,50000.00,BR3456J,2,Demorado
908,Brittany,Figueroa,18000.00,MM0987B,3,En Horario
909,Leo,Riquelme,42000.00,MM0987B,3,En Horario
910,Atlante,Garcaa,33000.00,MM0987B,3,En Horario
911,Maurie,Miranda,50000.00,MM0987B,3,En Horario
912,Oren,Bravo,20000.00,MM0987B,3,En Horario
913,Anetta,Vera,10000.00,MM0987B,3,En Horario
914,Curry,Molina,20000.00,MM0987B,3,En Horario
915,Tyrone,Vega,15000.00,MM0987B,3,En Horario
916,Saunder,Campos,37000.00,MM0987B,3,En Horario
917,Luis,Sandoval,12000.00,MM0987B,3,En Horario
918,Alysia,Orellana,37000.00,MM0987B,3,En Horario
919,Calypso,Cardenas,12000.00,BR3456J,2,Demorado
920,Gretna,Olivares,42000.00,BR3456J,2,Demorado
921,Odie,Alarcamn,20000.00,BR3456J,2,Demorado
922,Wenda,Gallardo,12000.00,BR3456J,2,Demorado
923,Ezekiel,Ortiz,20000.00,BR3456J,2,Demorado
924,Orlan,Garrido,25000.00,BR3456J,2,Demorado
925,Wittie,Salazar,37000.00,BR3456J,2,Demorado
926,Abbie,Guzman,18000.00,BR3456J,3,Demorado
927,Robinia,Henraquez,10000.00,BR3456J,3,Demorado
928,Hayden,Saavedra,30000.00,BR3456J,3,Demorado
929,Melody,Navarro,20000.00,BR3456J,3,Demorado
930,Emory,Aguilera,37000.00,BR3456J,3,Demorado
931,Callie,Parra,10000.00,BR3456J,3,Demorado
932,Debby,Romero,18000.00,IB0800A,3,Aterrizado
933,Gui,Aravena,20000.00,IB0800A,3,Aterrizado
934,Dorette,Vargas,37000.00,IB0800A,3,Aterrizado
935,Jillane,Vazquez,37000.00,IB0800A,3,Aterrizado
936,Carolina,Caceres,33000.00,IB0800A,3,Aterrizado
937,Randy,Yaanez,15000.00,IB0800A,3,Aterrizado
938,Arabel,Leiva,50000.00,IB0800A,3,Aterrizado
939,Verina,Escobar,37000.00,IB0800A,3,Aterrizado
940,Josefina,Ruiz,30000.00,IB0800A,3,Aterrizado
941,Nina,Valdas,25000.00,IB0800A,3,Aterrizado
942,Vernen,Vidal,18000.00,IB0800A,3,Aterrizado
943,Loria,Salinas,25000.00,IB0800A,3,Aterrizado
944,Isabeau,Zaaniga,37000.00,BA2491A,3,Aterrizado
945,Cherice,Peana,15000.00,BR3456J,3,Demorado
946,Kimberley,Godoy,18000.00,BR3456J,3,Demorado
947,Martyn,Lagos,25000.00,BR3456J,3,Demorado
948,Agustin,Maldonado,25000.00,BR3456J,3,Demorado
949,Clerissa,Bustos,15000.00,BR3456J,3,Demorado
950,Lonna,Medina,10000.00,BR3456J,3,Demorado
951,Wake,Pino,25000.00,BR3456J,3,Demorado
952,Edwina,Palma,42000.00,MM0987B,3,En Horario
953,Lacey,Moreno,50000.00,MM0987B,3,En Horario
954,Laetitia,Sanhueza,33000.00,MM0987B,3,En Horario
955,Delila,Carvajal,20000.00,MM0987B,3,En Horario
956,Sioux,Navarrete,12000.00,MM0987B,3,En Horario
957,Floyd,Saez,15000.00,MM0987B,3,En Horario
958,Trista,Alvarado,50000.00,BR3456J,3,Demorado
959,Shaughn,Donoso,15000.00,BR3456J,3,Demorado
960,Zitella,Poblete,42000.00,BR3456J,3,Demorado
961,Ginnie,Bustamante,15000.00,BR3456J,3,Demorado
962,Burty,Toro,12000.00,BR3456J,3,Demorado
963,Arley,Ortega,33000.00,BR3456J,3,Demorado
964,Ansley,Venegas,37000.00,BR3456J,3,Demorado
965,Kirstin,Guerrero,12000.00,BR3456J,3,Demorado
966,Karon,Mendoza,10000.00,BR3456J,3,Demorado
967,Esme,Faraas,37000.00,BR3456J,3,Demorado
968,Berenice,San Martan,10000.00,IB0800A,3,Aterrizado
969,Charlie,Gonzalez,50000.00,IB0800A,3,Aterrizado
970,Noach,Fernandez,12000.00,IB0800A,3,Aterrizado
971,Mercedes,Rodraguez,12000.00,IB0800A,3,Aterrizado
972,Sloan,Lampez,42000.00,IB0800A,3,Aterrizado
973,Guglielma,Martanez,15000.00,IB0800A,3,Aterrizado
974,Herrick,Sanchez,30000.00,IB0800A,3,Aterrizado
975,Aleksandr,Parez,42000.00,IB0800A,3,Aterrizado
976,Arlina,Gammez,33000.00,IB0800A,3,Aterrizado
977,Wenonah,Martan,12000.00,IB0800A,3,Aterrizado
978,Warner,Jimanez,30000.00,IB0800A,3,Aterrizado
979,Libbey,Ruiz,42000.00,BA2491A,3,Aterrizado
980,Brana,Hernandez,10000.00,BA2491A,3,Aterrizado
981,Genevieve,Daaz,20000.00,BA2491A,3,Aterrizado
982,Sharai,Moreno,10000.00,BA2491A,3,Aterrizado
983,Josi,Gonzalez,12000.00,BA2491A,3,Aterrizado
984,Pebrook,Muanoz,33000.00,BA2491A,3,Aterrizado
985,Erna,Romero,33000.00,BA2491A,3,Aterrizado
986,Ferd,Alonso,25000.00,BA2491A,3,Aterrizado
987,Mohammed,Gutiarrez,42000.00,BA2491A,3,Aterrizado
988,Dawn,Navarro,37000.00,BA2491A,3,Aterrizado
989,Wandie,Torres,25000.00,BA2491A,3,Aterrizado
990,Chiarra,Domanguez,18000.00,MM0987B,3,En Horario
991,Zaccaria,Vazquez,33000.00,MM0987B,3,En Horario
992,Trenna,Ramos,10000.00,MM0987B,3,En Horario
993,Angelia,Moreno,50000.00,MM0987B,3,En Horario
994,Raquela,Gonzalez,12000.00,MM0987B,3,En Horario
995,Maxi,Muanoz,18000.00,MM0987B,3,En Horario
996,Atalanta,Romero,37000.00,MM0987B,3,En Horario
997,De witt,Alonso,12000.00,MM0987B,3,En Horario
998,Jaye,Gutiarrez,25000.00,MM0987B,3,En Horario
999,Tamarra,Navarro,15000.00,MM0987B,3,En Horario
1000,Saleem,Torres,20000.00,MM0987B,3,En Horario
